"fair_slug","gallery_name_en","source_url","reason","seed_url_type","target_year"
"liste","A+ Works of Art","https://aplusart.asia/exhibitions/106-on-air-off-air-ho-rui-an-and-sung-tieu","insufficient_image_candidates_after_download","detail",2025
