fair_slug,gallery_name_en,source_url,reason,seed_url_type,target_year,input_grain,provenance_run_id,provenance_artifact,qa_expected_group,url_canonical_hash
frieze_london,Athr,https://athrart.com/exhibitions/39-afterschool-curated-by-rania-majinyan/works,task164_unitf_guardfirst_trial,detail,2025,detail,20260303T071252Z,phase1_seed10_exhibition_image_collect_summary_task_t150_final_acquisition.json,unitf_guardfirst,d5571eede71754bea4ae79d993a5dbeae738f680
frieze_london,Athr,https://athrart.com/exhibitions/40-sarah-abu-abdallah-you-ask-we-answer-commissioned-by-sharjah-art-foundation/overview,task164_unitf_guardfirst_trial,detail,2025,detail,20260303T071252Z,phase1_seed10_exhibition_image_collect_summary_task_t150_final_acquisition.json,unitf_guardfirst,135a7428444420ba901e551fadfcdc300e1b5b31
frieze_london,Athr,https://athrart.com/exhibitions/41-between-memory-and-matter-solo-exhibition-by-zahrah-alghamdi/works,task164_unitf_guardfirst_trial,detail,2025,detail,20260303T071252Z,phase1_seed10_exhibition_image_collect_summary_task_t150_final_acquisition.json,unitf_guardfirst,f70b4e7e6d0ed2eea162afecaa2239110f7192df
frieze_london,Athr,https://athrart.com/exhibitions/43-behind-the-frame-curated-by-athr-art-handlers/overview,task164_unitf_guardfirst_trial,detail,2025,detail,20260303T071252Z,phase1_seed10_exhibition_image_collect_summary_task_t150_final_acquisition.json,unitf_guardfirst,0fa7cbacfb31a6d72ffcfa084a5f2e888ea41349
frieze_london,Athr,https://athrart.com/exhibitions/18-and-make-me-light-solo-exhibition-by-fahrah-behbehani/overview,task164_unitf_guardfirst_trial,detail,2025,detail,20260303T071252Z,phase1_seed10_exhibition_image_collect_summary_task_t150_final_acquisition.json,unitf_guardfirst,93829eb1b8682cfe521fb760c4a6a4df0587b6ce
frieze_london,The Approach,https://www.theapproach.co.uk/exhibitions/past/2025,task164_unitf_guardfirst_trial,detail,2025,detail,20260303T071252Z,phase1_seed10_exhibition_image_collect_summary_task_t150_final_acquisition.json,unitf_guardfirst,15c2a7889cc75a446125ca6c4f6eee72d5db0e1a
frieze_london,The Approach,https://www.theapproach.co.uk/exhibitions/condo-2025-hosting-philipp-zollinger-zurich,task164_unitf_guardfirst_trial,detail,2025,detail,20260303T071252Z,phase1_seed10_exhibition_image_collect_summary_task_t150_final_acquisition.json,unitf_guardfirst,4f17d0a2cdf6b74baed762e302a2d6620d293404
frieze_london,The Approach,https://www.theapproach.co.uk/exhibitions/condo-2025-hosting-sophie-tappeiner-vienna,task164_unitf_guardfirst_trial,detail,2025,detail,20260303T071252Z,phase1_seed10_exhibition_image_collect_summary_task_t150_final_acquisition.json,unitf_guardfirst,165cebb6e6b7584a13256a2af04590e7d6ef8ef9
