fair_slug,gallery_name_en,source_url,saved_images,target_images,reason_code
liste,A+ Works of Art,https://aplusart.asia/artists/41-gan-chin-lee/,0,5,closed_seed_invalid
liste,A+ Works of Art,https://aplusart.asia/artists/44-ha-ninh-pham,1,5,closed_candidate_limit
liste,A+ Works of Art,https://aplusart.asia/artists/106-ho-rui-an,0,5,closed_candidate_limit
