fair_slug,gallery_name_en,source_url,reason,seed_url_type,target_year
frieze_london,Athr,https://athrart.com/exhibitions/18-and-make-me-light-solo-exhibition-by-fahrah-behbehani/overview,raw_candidate_zero,detail,2025
frieze_london,The Approach,https://www.theapproach.co.uk/exhibitions,raw_candidate_zero,listing,2025
