fair_slug,gallery_name_en,source_url,reason,seed_url_type,target_year
frieze_london,Adams and Ollman,https://adamsandollman.com/Past-Exhibitions,focus_watch,listing,2025
frieze_london,Arcadia Missa,https://arcadiamissa.com/category/exhibition/,focus_watch,listing,2025
frieze_london,The Approach,https://www.theapproach.co.uk/exhibitions/past/2020/,insufficient_image_candidates_after_download,listing,2025
frieze_london,The Approach,https://www.theapproach.co.uk/exhibitions/past/2021/,insufficient_image_candidates_after_download,listing,2025
frieze_london,The Approach,https://www.theapproach.co.uk/exhibitions/past/2022/,insufficient_image_candidates_after_download,listing,2025
liste,Anca Poterașu Gallery,https://www.ancapoterasu.com/exhibitions,focus_watch,listing,2025
