fair_slug,gallery_name_en,source_url,reason
frieze_london,Athr,https://athrart.com/ar/exhibitions/past,missing_local_path_row_removed
frieze_london,The Approach,https://www.theapproach.co.uk/exhibitions/past/2020/,missing_local_path_row_removed
frieze_london,The Approach,https://www.theapproach.co.uk/exhibitions/past/2021/,missing_local_path_row_removed
frieze_london,The Approach,https://www.theapproach.co.uk/exhibitions/past/2022/,missing_local_path_row_removed
frieze_london,The Approach,https://www.theapproach.co.uk/exhibitions/past/2023/,missing_local_path_row_removed
frieze_london,The Approach,https://www.theapproach.co.uk/exhibitions/past/2024/,missing_local_path_row_removed
